id,name,rank,rankPoints,wins,games,winRatio,averageDamage,kills,killDeathRatio,averageRank,grade,grade2
account.473a5f777dbe4cdab2ec1aae8ab1f1f3,R_U_B_I_K,66,6407,48,1074,0.044692736,243,2229,2.1725147,36.39199,1,1
account.4f24200b17dc4accba774e372b111ce6,BadPolygon,67,6404,72,605,0.119008265,218,1145,2.1482177,20.752066,1,1
account.9026ceb4528f4101953724a6defddac9,767gg,68,6401,66,719,0.091794156,184,1009,1.5357686,16.873436,1,1
account.0c370d93cd484835b4dc99c72302cd8b,Smy888888,69,6399,24,1305,0.018390805,192,1813,1.4130943,40.338696,1,1
account.3bb228ae99754530a43442025c2c0f1a,GLWBKBZ,70,6399,33,917,0.035986915,199,1441,1.6300905,29.232279,1,1
account.fce22add9e6548ea96e167ae07cff10a,FengTa_No-kill,71,6398,35,1162,0.030120483,103,1013,0.8988465,31.80809,1,1
account.ead7d4a173d24c0dba8fb115f63652ed,BlueSharkTorpedo,72,6398,1,1988,0.0005030181,46,608,0.30598894,37.173542,1,1
account.b7f7340b50504217ae9eff866ca18122,chunaguangwaixie,73,6396,111,1207,0.091963544,295,3013,2.7465816,32.96106,1,1
account.6099d51027b547f3bac301e03a629b18,xun13052777277,74,6394,27,1484,0.01819407,130,1360,0.93342483,37.029648,1,1
account.8267266484334275aafc2fda1097465c,Da_Hua,75,6391,7,1354,0.005169867,112,1051,0.7802524,36.757755,1,1
account.503145f8e697464886701323b90c14e9,JudiKnightsLuKe,76,6391,39,997,0.03911735,172,1401,1.4608967,34.231693,1,1
account.18b448725b1a48bc9610a252d4a5ddf7,Iwantdurex,77,6389,60,878,0.06833713,311,2227,2.722494,31.068336,1,1
account.317b27cf4c874729932fd81393478471,yangxiaotingbaba,78,6389,18,1173,0.015345269,104,1014,0.87792206,29.469736,1,1
account.3a8d42d9a68a43dcb4200253c8163509,xxtc1688,79,6388,25,1113,0.022461815,140,1214,1.1158088,34.626236,1,1
account.24baba0745c641da8fb383ded9a87c1e,YiFan218,80,6383,22,1140,0.019298246,156,1341,1.1994634,35.59386,1,1
account.fe8dba6b2f7049289ea75f030bd48a3b,xiangxinyu33,81,6382,7,1180,0.0059322035,158,1354,1.1543052,33.5161,1,1
account.082789c91f7a42a18f0d4eda8b8e2c5a,Wolfheda,82,6381,126,551,0.22867514,684,2841,6.669014,20.025408,1,1
account.b68e1942310c40028001491e19b46020,0ne_day12,83,6381,58,841,0.06896552,270,1822,2.3269477,31.34364,1,1
account.7a62d20626c54d389746a9a8ac254b74,G2_G2,84,6380,32,999,0.03203203,151,1187,1.2262397,29.312313,1,1
account.8afad1d1b525438b8ec165c4ef78e516,CM-Silence,85,6374,50,1280,0.0390625,238,2339,1.901626,38.584373,1,1
account.18d2b9282e934bdfb94ddf6d4f8f7e26,Mx_ssoss,86,6372,51,630,0.08095238,258,1470,2.5344827,19.588888,1,1
account.586e7855444948aea836832f9ba322b7,LeonChenUSA,87,6372,51,1299,0.03926097,172,1935,1.5492394,35.465744,1,1
account.43afffb7992945bf912838445b5aa44d,jidanbaba,88,6370,28,1419,0.019732205,195,2171,1.5607476,48.50035,1,1
account.2bfd93ad17194b84ba9658bf0c3f18d8,CaoNiMaDeBi02,89,6369,83,937,0.08858058,290,2032,2.3793912,27.387407,1,1
account.6fac1212a0ae44a9a137ca0c7e442452,Doctor_V_59,90,6364,4,1016,0.003937008,163,1252,1.2371541,29.572834,1,1
account.d7a0a904ca614abab9ceec52335730cc,Dreamer_Mx,91,6363,13,2250,0.0057777776,225,4058,1.8132261,55.729332,1,1
account.cb2570ab08e247a78b92158fa7f53c96,ERIC_DJ,92,6359,69,657,0.10502283,232,1311,2.2258065,17.368341,1,1
account.d1f6ff1bdbdf49fbaf5d6a1c842f7e30,douyin-qg158168,93,6359,219,1028,0.21303502,194,1799,2.223733,14.830739,1,1
account.3844599a315649fcb9ae3e530732d7a5,NAGIBATOR23,94,6358,10,2149,0.004653327,106,1620,0.7570093,47.58213,1,1
account.59694f864b604014bf88cc35d4b62c37,BZ-Zheng,95,6358,49,753,0.06507304,389,2007,2.8508523,30.258965,1,1
account.03bf10fee4b943fc82645aca1b8647f6,EVERY_SOLO,96,6357,32,754,0.042440318,179,1002,1.3878117,21.683023,1,1
account.fa1cea6978a54b1ca76ae972454bea77,Treidel,97,6355,15,1558,0.009627728,176,2219,1.4371761,45.389603,1,1
account.1d3e3f4d8e464396a7e2e7d0fff68cf9,angellee611,98,6353,12,2157,0.0055632824,140,2325,1.0839161,46.394993,1,1
account.05f65723296f45d691ceffe594fa26f4,fanqielian11,99,6353,8,1591,0.005028284,80,851,0.53758687,41.25267,1,1
account.8089ab4507e84033b7e12dca1dd5f437,OsniperO,100,6350,34,1424,0.023876404,151,1748,1.2575539,25.188904,1,1
account.fb48f20baf84459a8fdd6508d0271a1b,Wangkai0821,101,6349,20,1017,0.019665683,135,1061,1.0641925,33.41888,2,1
account.5771e231a6b44612b0eb4d4e72c49b5b,Evan_nnnnn,102,6348,56,808,0.06930693,321,2208,2.932271,32.330444,2,1
account.4c865ba982a440ef8224061b3c12d1fc,fdsrttuf,103,6348,22,1339,0.016430171,118,1337,1.0151861,38.238983,2,1
account.66217926d5284c058f4e6d326b9c14c8,TeamRenHuan,104,6345,61,1069,0.057062674,387,3405,3.3646245,40.700653,2,1
account.50a27f440b524e1e8fdd390e340fa71a,master-_-aim,105,6343,170,710,0.23943663,505,3038,5.625926,25.753521,2,1
account.0f302cadc750458c9dd3f1cdfe7107b2,TEMP_CQL_1689,106,6340,16,1061,0.015080113,139,1079,1.0325359,28.711594,2,1
account.4e84a724ce6a42da8f7bc928ca34efe2,596112,107,6340,30,1154,0.025996534,194,1718,1.5284698,34.644714,2,1
account.94984e9c20914b8397cd332c8754129c,cctv_911li,108,6340,17,897,0.018952062,165,953,1.0817254,25.90301,2,1
account.ccf382f2e8b44498a43c954ec5a3289c,MOZOLEV_YOUTUBE,109,6340,121,621,0.19484702,670,3457,6.886454,25.956522,2,1
account.bbb55f2ca98f48e2950092892bb9d35d,SingDanceRapOas,110,6336,68,914,0.07439825,257,2010,2.3758864,24.856674,2,1
account.20ed1f5763e84c69bbe4962cf4e65589,PeterGAV_YKT,111,6336,100,573,0.17452008,327,1570,3.3122363,16.151833,2,1
account.b71b5d27f21e4ab382ca872718ae58e5,17_Yul1an,112,6336,78,896,0.087053575,203,1463,1.7863247,35.155132,2,1
account.f0bc6d2d97a848fcb1c22686ad5d5f09,dishangxilou,113,6335,43,844,0.050947867,200,1442,1.8002497,22.840048,2,1
account.63453546fb204c83897f7974c1dc1911,TM0007,114,6333,34,1122,0.030303031,219,2120,1.9467402,36.355614,2,1
account.681c56bded254cf29c27131bc488a8e6,DiaoNiYaMei,115,6332,38,873,0.043528065,243,1693,2.027545,33.568157,2,1
account.e7005259ed8849cb997babcbf044343f,JesusLagrima,116,6330,203,571,0.35551664,539,2728,7.4130435,14.702277,2,1
account.60248decf8f445d0b1fe837858f721d8,Tanxiaoyong98k,117,6329,33,1200,0.0275,131,1226,1.0478632,29.5575,2,1
account.a7d454835b9c4e548b0504c7b1c69256,aeneas,118,6327,49,860,0.056976743,214,1568,1.9286593,31.331396,2,1
account.a33b5918828d48dc93d68f6b3429e9e9,MC_Damaque_,119,6326,37,842,0.04394299,233,1752,2.1736972,26.920427,2,1
account.92b8da429e5343809b3be1784a770977,mamamiya-09,120,6321,21,1195,0.017573223,168,1493,1.2717206,38.05021,2,1
account.b822750480784456889c578b530ebee1,hyf5558,121,6318,12,1550,0.0077419356,127,1494,0.97139144,41.59871,2,1
account.2a71544a5b7141f7bfb1899b3e269ca3,1TimLeks,122,6318,17,1651,0.01029679,179,2245,1.373929,46.8086,2,1
account.c2e272bbadd542e3869c7483351d71e1,zUoxiAoLiang-,123,6316,156,829,0.18817852,612,4593,6.81454,37.751507,2,1
account.01632423720c4288a4de450f6a7ee392,HenryQQAAQ,124,6316,11,836,0.013157895,145,814,0.9866667,25.528708,2,1
account.9f46ff2596ee407b9ad980266ed450b5,The-D-City,125,6313,66,632,0.10443038,272,1378,2.430335,23.393988,2,1
account.ea214040e12a4e4e80419d2605b301cd,Kawh1_Leonard,126,6312,26,1400,0.018571429,270,3183,2.316594,47.77643,2,1
account.a4335c2dfb594c0783cf1456476bd352,894852625,127,6312,0,1991,0.0,87,1143,0.5740834,43.976894,2,1
account.8eaaf985a5404c418cd2a96699e092a9,Free_18,128,6311,50,1050,0.04761905,270,2435,2.435,38.424763,2,1
account.971beab8866b4adf9a26e202a2016721,OMGlaiangKK,129,6310,64,875,0.07314286,336,2489,3.065271,35.17943,2,1
account.f9521d9607074548be624eeffae1af8a,lgl79,130,6310,31,786,0.039440203,173,1065,1.410596,27.87659,2,1
account.9a0515de86534d739f43549552da8670,Khan-4,131,6309,8,1241,0.006446414,121,1192,0.96674776,30.942787,2,1
account.da5c4da9df534f6abcbab704c898005f,A-daYuA,132,6308,9,1870,0.0048128343,179,2471,1.3277807,50.00695,2,1
account.f8dfb999191646b582396047e484c94e,119890623,133,6308,9,876,0.0102739725,173,1144,1.3194925,25.952055,2,1
account.07e6fe3f054b40cbaea849b24df4bab5,TC_Miralay,134,6305,19,1435,0.013240418,131,1441,1.0169371,35.959583,2,1
account.892fbdfb29c44a27aedba2eae6bce75e,Chariming_Smile,135,6305,55,770,0.071428575,276,1698,2.3748252,30.15065,2,1
account.be4a697701f84530b1edcef488a55799,PawpawCWO,136,6302,24,848,0.028301887,169,1188,1.4417475,25.494104,2,1
account.e104bcf23c3a470b9b838dbb02771a09,1K-fengzi,137,6301,117,950,0.123157896,471,4116,4.9411764,38.87158,2,1
account.afa2245791ac4dea8ed7cf2783615d06,lee0760,138,6300,44,649,0.06779661,211,918,1.5173553,21.266563,2,1
account.b7931edbfd1b4b66972a93efc2f214e7,Shaw-His,139,6300,9,1777,0.0050647156,133,1845,1.043552,40.646034,2,1
account.2623b88c12de4dd19ccce338a56b329c,needle_-02988,140,6299,21,765,0.02745098,149,1021,1.3704698,23.32549,2,1
account.4ffb321748f44aceb7d59bfa8c57951d,CosmoDragon1,141,6299,8,1056,0.007575758,139,1056,1.0076336,32.440342,2,1
account.0c020dec067d4e0eb2e5e85ee29519e7,goodliu520,142,6299,1,1832,0.00054585154,100,1467,0.8012015,43.802948,2,1
account.42dfaa288c37410e9995058f6f605c20,7polanka7,143,6298,14,1022,0.01369863,114,949,0.94146824,29.215263,2,1
account.969c7a4e8eb84f01b1a8d45c4341ef04,VY-cMa,144,6298,19,993,0.019133938,165,1206,1.2369231,28.549849,2,1
account.3360829e9df94c5399a2d7b65025c3fe,zhxr_zhg,145,6297,25,884,0.028280543,184,1259,1.4656577,33.966064,2,1
account.ceba064ed4ec4f65ab1d15499fe73265,Red_5004,146,6297,24,913,0.026286965,116,802,0.9021372,25.638554,2,1
account.320a272576034c35af3c5a1d049084c2,l-jiangchun,147,6296,39,1257,0.031026253,252,2628,2.1576355,46.845665,2,1
account.49ddb7102aea4e96bb4af43dcb82085a,NoweZ,148,6294,71,1517,0.0468029,182,2301,1.5912863,35.690178,2,1
account.1330428511074eefa7f52a80e4254eb7,KsTv-ID599350,149,6294,70,912,0.076754384,330,2548,3.0261283,44.105263,2,1
account.afabba68cba34acc833cc1cfeae90526,Devill29,150,6294,1,1551,0.0006447453,87,941,0.6070968,40.32753,2,1
account.8deb0e698b744fe8ace5476ad739fbcd,TianJiaWei1229,151,6293,28,1073,0.02609506,144,1194,1.1425837,30.03821,2,1
account.e00af469f76c4c7f82739cdebdb43333,kuaileliangfang,152,6293,3,1191,0.0025188916,119,1225,1.0311447,38.911,2,1
account.cc2e78b200dc44cb9d248c739083ed6f,GXLZ-TangJun2020,153,6292,33,777,0.042471044,208,1427,1.9180107,33.254826,2,1
account.0f46a7b28cb943d682d27f4adcdc83da,AntoLLIka_888,154,6291,21,1161,0.018087855,249,2174,1.9070176,44.549526,2,1
account.33d2b3bfc1914d80bd1b35f7e802d5af,MeTeGrz,155,6290,34,662,0.051359516,264,1449,2.2890995,24.879154,2,1
account.ae876e3afcd243b4b6f3b96c6d306d92,DouYu-7225465,156,6290,25,906,0.02759382,167,1276,1.4483541,32.19978,2,1
account.141935816a5d4d5e8afff939ec151074,luozhenhui520,157,6290,23,1063,0.021636877,193,1529,1.4701923,38.192852,2,1
account.260170a537a34a5aba23fc683ccfc93c,SeeWill,158,6289,14,770,0.018181818,169,934,1.2354498,24.884415,2,1
account.5e235fef5fe644eca976767c6c3ef2fb,sanger112233,159,6289,20,837,0.023894863,120,767,0.9388005,29.719234,2,1
account.72b2a61d4d2645ed942771d6a8f3b6a9,TheGame1983,160,6288,49,1569,0.031230083,153,1889,1.2427632,31.644997,2,1
account.a99031ac73de485bbbd957dad3b7a3d4,Alshly,161,6288,25,1046,0.023900574,226,1731,1.6937377,34.657745,2,1
account.d4369ec089a44aa7af96bc6db1cdefc1,respiration_0,162,6288,46,828,0.055555556,255,1699,2.1698594,34.134056,2,1
account.3564ebbd984e45b5bd46f809841ed179,DK610,163,6288,3,1228,0.0024429967,135,1240,1.0122449,37.807003,2,1
account.1c4f872e1a5647049181806b20eb6cec,lymzrzf,164,6287,12,1524,0.007874016,101,1242,0.8214286,39.44029,2,1
account.9e1a8605532e4d0f82a82be563a66b5b,Jiera,165,6285,57,748,0.07620321,315,1919,2.7771347,29.59893,2,1
account.b62a4efb448341d286284d4710904927,mamaimahuap,166,6285,27,1352,0.019970413,194,2198,1.6576169,42.659023,2,1
account.430a13ae40cd4bd098f6c14f2c759e9c,weisir711,167,6285,13,946,0.013742072,144,883,0.9464094,28.582453,2,1
account.2b9a222924df46539617c7e3c5f1a3b8,404906404,168,6285,8,1467,0.0054533063,84,939,0.6435915,38.4015,2,1
account.82919a905de34e1bb511e514c7588b1f,DDBBNIUBI_DUI,169,6284,27,851,0.03172738,225,1462,1.7742718,30.735605,2,1
account.d8f57a36dc5e4129b8bb80bba9236fff,Tattoo-K2,170,6284,17,1031,0.016488846,209,1597,1.5749507,37.90204,2,1
account.864ee51342eb46c7885e87bbb2bb0397,KAIGAMARD,171,6281,9,1166,0.0077186963,145,1187,1.0259291,36.848198,2,1
account.1b8c4a6dbe0e46a4b4a8ba53ce0a896c,AnsonX,172,6281,21,790,0.026582278,100,685,0.8884565,24.33291,2,1
account.7de700ce47fb477ba42379199a6fccee,mimimi01,173,6280,6,1111,0.00540054,122,903,0.8171946,31.777678,2,1
account.26f7331061d544d3bdf27d45aff5b7cc,caidiaa,174,6280,46,890,0.051685393,109,846,1.0023696,33.986515,2,1
account.e9a5afbf60464635875005fa4247520e,Huo-brother,175,6280,14,1188,0.011784512,172,1456,1.2402045,40.207912,2,1
account.b6a1a4f3dedc4d9cbe781ac3bba3fe1b,TSL_BARBAROSSA,176,6279,33,1278,0.025821596,198,2008,1.6102647,45.034428,2,1
account.80ba11c1b0fa4f489d170d7756bcf3fd,kkar123,177,6278,11,1548,0.0071059433,129,1461,0.950553,49.273254,2,1
account.3f657d90843c412e8755a2a4b79c9dd1,Kayuk,178,6276,34,888,0.038288288,295,2394,2.8032787,35.626125,2,1
account.6d0885f101894c6082aff35012e2caba,JOHN1981,179,6276,9,1995,0.004511278,120,1777,0.89476335,52.78296,2,1
account.eedb02e816a7422f9c63c2fcd2ba7e8e,FaZe_FuzzfaceV,180,6276,68,993,0.06847936,211,1829,1.9772973,19.743202,2,1
account.bd6a29922c474f58bd8e6d138405428c,wxflaichiji,181,6276,11,1455,0.0075601377,221,2517,1.7430748,48.846046,2,1
account.8bfc190584ed4c0eb6ac0badcc48d5d1,FaZe_January16th,182,6274,26,1280,0.0203125,206,2074,1.6539075,43.686718,2,1
account.9fb4f76f61494f9ea123c94271fffe70,Daegu_PE_LAB,183,6273,28,1833,0.015275504,72,1041,0.5767313,25.44408,2,1
account.40159a4904a544f1b74f6a12be9ac731,qingcao2222,184,6273,34,741,0.045883942,171,1034,1.4625177,23.634277,2,1
account.3579fb3c593046b9b8434597d4c9133a,Kz_PaPa,185,6271,29,809,0.035846725,243,1459,1.8705128,28.679852,2,1
account.8d5630b20a3f451cbfe057b81eb7dfce,NIWENMA,186,6270,28,910,0.03076923,193,1405,1.5929705,37.5011,2,1
account.61fb35a084244a9f83c2775a7d7b2a92,Small_SuperMam,187,6269,70,1183,0.0591716,283,2956,2.655885,27.873203,2,1
account.fbde5b882d9641f9867a215a316534d7,nonchan,188,6269,29,789,0.036755387,169,1098,1.4447368,26.579214,2,1
account.90b879be534d4837bdcc7b682bc27c5b,shagnito,189,6268,25,809,0.030902348,214,1381,1.7614796,30.934486,2,1
account.46d6a498c073426faf6909245db4f2d7,ParlamenT--,190,6264,72,1264,0.056962024,371,4139,3.466499,49.498417,2,1
account.6e636fa2839e4625b4c39c905003cfd8,17_WeiYi,191,6262,14,855,0.01637427,178,1202,1.4292508,30.57193,2,1
account.0579871c9caa4811a3808dbfb87d0b74,ZMEII77,192,6262,3,1490,0.0020134228,76,811,0.5453934,41.585907,2,1
account.797c052d7f7e4d908f98410580590b6c,pkmuse,193,6262,107,619,0.17285945,671,3794,7.4101562,35.221325,2,1
account.010fab4f1d34494390a82e8e4d7ef857,DouYu-4053316_MT,194,6261,106,1229,0.08624899,355,3890,3.4639359,45.54353,2,1
account.4034166aefec42c39974db420a2da76b,Abbottobb,195,6261,60,655,0.091603056,394,2088,3.5092437,31.500763,2,1
account.2b2d40c4b4474395820395c4673cf066,hzy1717,196,6261,36,789,0.045627378,182,1146,1.5219123,27.879595,2,1
account.33e795037a9047ba80f0fedafbaa1055,Weekend-1over,197,6259,49,839,0.058402862,216,1463,1.8518988,25.92372,2,1
account.85fc843e0fdc45f49f9a8c00079ecf3d,Permanent1zZ,198,6258,95,1352,0.07026627,420,5318,4.2106094,51.16642,2,1
account.61f3f5c0432d4319a7f349eca2b8d490,Ngoan-Nhat-Xom,199,6258,39,966,0.04037267,281,2297,2.4778857,36.509315,2,1
account.0ced85b977d24722855e39252edb650b,human99783,200,6258,38,1260,0.03015873,269,3012,2.4648118,49.55635,2,1
account.2e43bc41c9a245f3a1faa955058d3ffe,ii_Biubiu,201,6257,39,678,0.057522126,287,1569,2.4515624,29.18289,3,1
account.26bb7d8da8794b6d99a031df4a2fa87b,LT_yqdgp,202,6257,26,1086,0.023941068,191,1615,1.523585,35.729282,3,1
account.00b2cb9229f8474a8d46e5bac7c7eb79,DF-11B,203,6256,9,1146,0.007853403,127,1159,1.0193492,38.06806,3,1
account.38cadd56e8d04722bc18e4f506fd0927,DOUYU-TV95923,204,6255,37,1191,0.03106633,237,2173,1.8830156,48.257767,3,1
account.8093fe28610f4e3cbc310c8038b6793b,iG_syGOD_kar98k,205,6255,29,1377,0.021060277,156,1736,1.2878338,45.171387,3,1
account.a27d64f0f1f2467fb1b10bdfdaa56265,Crazy_EnoT-505,206,6255,33,820,0.0402439,234,1533,1.9454315,35.17073,3,1
account.469d8f1ab3384e7e979006c8fbda1844,MUXA-TRANSVESTIT,207,6255,30,1029,0.029154519,184,1620,1.62,40.76968,3,1
account.2438307727db4b0fbe7596c71f6f3cb8,TackKuffe,208,6255,13,983,0.013224822,192,1493,1.5391753,42.09359,3,1
account.02fefb1ac6a847919230f16be04d06f6,PaterKolovos_Yt,209,6254,37,752,0.04920213,219,1287,1.8,32.219414,3,1
account.13b2b441f89247098648801e05a9fbc9,1Dominator1,210,6253,33,803,0.04109589,188,1321,1.7155844,31.225405,3,1
account.0d5578c01c574f9c9c10348a5377dfee,wtg2481,211,6252,12,1359,0.008830022,117,1173,0.87082404,44.064754,3,1
account.ff6cce8c61564d57a739547ad5c1dd7a,MonkeyKing-01,212,6252,20,1411,0.014174344,229,2781,1.999281,27.771084,3,1
account.2a722c6c64b946f1a1f2514588afd2b1,wbw6666,213,6252,47,856,0.054906543,333,2267,2.8022249,36.09229,3,1
account.95cbab06459d458aba8b949767f60a75,No_3145,214,6251,10,1022,0.009784736,115,959,0.94762844,35.92368,3,1
account.112f5a991cea49dd92c7873c3e75ac48,The10god,215,6250,39,684,0.057017542,276,1568,2.4272447,32.82895,3,1
account.1e20a9cc4bb446fba126c88506d05801,OMG_nardkk,216,6250,30,854,0.035128806,253,1473,1.7876214,34.85363,3,1
account.c07d8670e7604e6987c8cb7c57feb436,BurrKiller,217,6249,29,1094,0.026508227,268,2398,2.2516432,47.736748,3,1
account.6889ab10691c4e7092443d9f13470cd6,17_fage,218,6249,53,674,0.078635015,310,1730,2.7635782,26.464392,3,1
account.435cbba261f649f0987f72e6d0f7c06e,MuhiT76,219,6248,53,718,0.07381616,256,1530,2.300752,31.011143,3,1
account.7d4934233ddd4843ab60cbc622e6ef82,nam844,220,6247,22,638,0.03448276,162,796,1.2922078,20.725706,3,1
account.e70cf96a830f489788f758fdd14afa07,yangliu505,221,6246,49,848,0.05778302,213,1434,1.7947434,33.43868,3,1
account.b82cec5656eb4482b6696dceae7603a5,yulei1-123,222,6246,55,571,0.09632224,249,1007,1.9402697,21.57443,3,1
account.a238d074f7484b1f9f24b656a00c8040,0MMP0-9527,223,6245,6,846,0.0070921984,169,1118,1.3309524,32.443264,3,1
account.1ea65406a57a4672824123e25821a0ef,XiGuaTv_102232,224,6244,83,748,0.11096257,480,3142,4.7106447,35.175133,3,1
account.c641c7caf5b34da5950b127309e19006,YinLeRen,225,6243,94,847,0.11097993,485,3646,4.8419657,41.89374,3,1
account.379fbd81c4024d85abf241e77435ba17,Cheetah_zZ,226,6243,12,1324,0.009063444,119,1257,0.9580793,44.14577,3,1
account.7b93cc9b0acc4451b265e793c9f9f809,Cyan-----Joy,227,6242,35,1048,0.033396948,254,2231,2.2001972,40.200382,3,1
account.0ff5a08e057944fc9613ffd461d74a61,D-wujian,228,6242,10,1169,0.00855432,137,1249,1.0776532,37.982037,3,1
account.8f000b521c5e4d8abbe3b5295e605ecd,ColinsDu,229,6241,7,1356,0.005162242,138,1439,1.0667161,41.40929,3,1
account.8b7d565487e5477996ea73fa6b0992a1,DudExX,230,6241,92,539,0.17068645,424,2029,4.5391498,26.014843,3,1
account.4bc5c88586534f72b634269aabf25106,jungle_king,231,6241,29,791,0.036662452,202,1181,1.5498688,32.077118,3,1
account.8695be7049a542c98243581719eaa890,Killerplauze,232,6240,85,694,0.12247839,322,1807,2.9671593,20.733429,3,1
account.0dc0ff60c31c43789f23e00880bd223d,Peiper88,233,6239,35,894,0.039149888,179,1288,1.4994179,35.529083,3,1
account.0346977e77b2439cab502fc448834234,CIA-GRANDPAPA,234,6238,18,1626,0.011070111,170,2541,1.5802239,39.20172,3,1
account.62502ee8bd794283b24103c6250c2111,hejun830708,235,6238,31,687,0.045123726,250,1397,2.1263318,30.521107,3,1
account.2fd91f2624884379b2f7381d036909e0,dameng1985,236,6238,36,970,0.037113402,264,2103,2.251606,44.835052,3,1
account.92bd93a9ae4e4c62a9ce6d9039790eb1,ldsc007,237,6238,20,902,0.022172948,147,1136,1.2879819,27.996674,3,1
account.bcb20d3e99764a9cba7310e52069ad2b,NAs1422,238,6236,27,1217,0.022185702,186,1892,1.589916,41.744453,3,1
account.423ba60847984f04bca934319e9eabc0,MALISHSpb,239,6235,24,882,0.027210884,149,937,1.0920746,33.92177,3,1
account.66a761da6849488d85ef82d91d62d698,LeevFran,240,6235,15,887,0.016910935,232,1630,1.869266,39.81849,3,1
account.c6cf3633db24420493f74da41e67096c,roynck,241,6234,41,1401,0.029264811,234,2596,1.9046222,51.958603,3,1
account.a784cbe9f41242919fbe0418964e2807,yunciji,242,6234,24,1350,0.017777778,244,2669,2.0128205,49.6,3,1
account.a239e12d470046b3a6c4131e964cf37a,CHINA-WX-SBBBBB,243,6233,48,601,0.079866886,243,1118,2.0217,24.05158,3,1
account.e24f983f9ed3403d960ed7d92e2a75aa,shangzuzu,244,6231,4,1462,0.0027359782,76,815,0.55898494,35.08003,3,1
account.a3902060d1cd40fb9bb31ed8b5a35eff,T99-ABC,245,6231,13,1028,0.012645914,130,947,0.9330049,37.144943,3,1
account.194ffede89654c6ab253cdc3bfe81d87,dabaojian888kuai,246,6231,25,747,0.033467203,210,1159,1.6052631,29.997322,3,1
account.9c274134c6c34439a4563335e92088b4,tangzhaoxu,247,6230,12,1215,0.009876544,129,1149,0.9551122,39.56214,3,1
account.dfd4bfff20a54cfda6c9469a3bc35e67,ALLI_TEM__,248,6230,31,781,0.0396927,215,1389,1.852,34.97055,3,1
account.7361c9bcb047489fa3ae5492f52ceed7,Rayy97,249,6230,7,1113,0.006289308,133,1086,0.98191684,41.07547,3,1
account.40d63a2cb7d740cd9d10c03993fdffa4,Dream-dianf,250,6229,40,1129,0.035429582,302,3051,2.7990825,46.377327,3,1
account.d9befb0e62154b9f8c12de12e88f257b,vito888,251,6229,14,1653,0.008469449,116,1526,0.93105555,29.030853,3,2
account.d57dae8b63f048d3bdecbbfcae5814d8,TheKingofLYBKing,252,6229,42,681,0.06167401,298,1870,2.9264476,31.643171,3,2
account.1db15309dbd34824be92d0080d16ddad,Scooby-doozz,253,6228,20,1196,0.016722407,238,2408,2.047619,50.970737,3,2
account.3ef9a11680e64016a5e7b3f1a5fe390a,UnknownSteam,254,6228,88,527,0.16698292,599,2705,6.1477275,24.083492,3,2
account.5405a1e32c344b82ae2cc1ca11f40b5e,5211DY,255,6228,12,1108,0.010830325,174,1529,1.3950729,42.00812,3,2
account.5e2992e84c4b41088354a43f4e263e96,RockMe416,256,6227,16,707,0.022630835,229,1230,1.7800289,28.851484,3,2
account.c28d0c3d98024a0b8c157b137b557cbb,xiao_bai_tu2222,257,6227,6,1798,0.0033370412,121,1686,0.94084823,50.551723,3,2
account.0a1435c42b6d4a42aadc4de73de38cb4,JIBAWANZI,258,6227,5,1402,0.0035663338,109,1256,0.8990694,45.53067,3,2
account.1d18100ecce24b10874e6922db2472c2,supertyler,259,6226,34,961,0.035379812,210,1666,1.7971952,35.684704,3,2
account.d91bcf57961444adb53df1c92ed02faa,LlDDY,260,6226,54,837,0.06451613,353,2465,3.1441326,35.28196,3,2
account.51496c4d41814f28885290cb8427f1aa,John-harley_84,261,6226,30,1033,0.029041626,240,2000,1.994018,41.116165,3,2
account.bce91fed038f4b408584473904996a9e,HuyaTV_9881314,262,6224,41,752,0.054521278,154,927,1.3037975,32.904255,3,2
account.0edd770cc4c24dffad4ad180d3fb5adf,badboy--xz,263,6224,19,670,0.02835821,212,1193,1.8325653,26.070148,3,2
account.37f16a6776ba490d9e0b3a7640fb2321,shangxiaowanan,264,6224,11,1407,0.007818053,67,791,0.5666189,31.292822,3,2
account.86f13f9f45244653b6fcc43b42c4899e,98KBiNiPiao,265,6223,23,1030,0.022330098,226,1818,1.8053625,41.116505,3,2
account.8107a29dd2d947b2acbbe298f6e40950,M__823,266,6223,33,763,0.043250326,146,826,1.1315068,25.986895,3,2
account.ec0c56671b0844cbae2def57223d3745,Kim_Free,267,6222,7,1471,0.0047586677,148,1626,1.1106558,49.28824,3,2
account.610c96a07ef44e47879a8604489d8c0a,COOOCP8K,268,6222,13,1104,0.011775362,121,1019,0.9340055,36.519928,3,2
account.3d8b40c657084dd7995d8eab17692073,Kachorro,269,6222,1,1069,0.0009354537,35,252,0.23595506,25.98129,3,2
account.302a910f11984a9e9f8e10a50eaa33df,etozhephoenix,270,6221,27,814,0.033169534,237,1552,1.9720458,36.700245,3,2
account.2198dd284a38481d9363dee97f10ea21,renwencai,271,6220,10,740,0.013513514,113,676,0.9260274,23.51081,3,2
account.c9c0084532ab40ce8591734e19f563e7,ABCPPPPPPPP,272,6220,46,511,0.09001957,292,1257,2.697425,23.283758,3,2
account.2cdf46b04d9d48ef8f0b700dd7ee22a4,CN_Mole,273,6219,48,621,0.077294685,202,1011,1.761324,26.911432,3,2
